t,a
2,100
4,80.79696
6,99.90727
8,99.61143
10,98.64704
12,97.56485
14,96.95629
16,95.25617
18,95.00398
20,95.99461
22,94.79679
24,93.72672
26,95.87466
28,92.75544
30,92.21998
32,91.93829
34,89.5938
36,92.05238
38,92.13859
40,91.17345
42,88.99349
44,88.5135
46,90.19633
48,88.25698
50,89.62578
52,86.91811
54,88.17139
56,86.255
58,86.26927
60,85.71303
62,87.23151
64,86.37032
66,85.35612
68,86.04427
70,83.39563
72,82.23745
74,83.99084
76,83.21991
78,82.83466
80,81.45125
82,82.69818
84,82.10562
86,79.90443
88,80.80602
90,81.68608
92,80.0155
94,81.76846
96,79.45337
98,78.77787
100,77.3894
102,78.34
104,78.5658
106,79.50549
108,76.45964
110,76.71227
112,76.65367
114,76.56649
116,76.31741
118,77.02477
120,75.91462
122,74.30416
124,76.92896
126,73.63828
128,74.27838
130,75.01236
132,74.74805
134,71.84879
136,72.35719
138,71.42809
140,71.73755
142,71.39863
144,69.95945
146,71.29171
148,71.01537
150,70.08501
152,69.52024
154,69.31651
156,67.12895
158,67.86481
160,67.8227
162,68.58241
164,68.35359
166,67.41299
168,68.12101
170,67.49615
172,67.80681
174,66.62536
176,66.47381
178,66.71731
180,65.84663
182,66.60822
184,64.64137
186,65.45049
188,64.5718
190,64.88995
192,63.3558
194,64.72938
196,61.26591
198,62.72371
200,65.32408
202,64.55962
204,62.71818
206,61.38595
208,61.55837
210,61.20482
212,62.19749
214,63.0304
216,60.99916
218,60.83192
220,60.4768
222,61.63675
224,59.86052
226,60.20904
228,58.64447
230,60.13868
232,57.91376
234,59.37215
236,57.73534
238,61.55265
240,58.43988
242,57.13848
244,57.51083
246,58.74883
248,57.25183
250,55.43795
252,57.56973
254,56.33162
256,55.35539
258,57.46761
260,56.02971
262,54.53621
264,57.0258
266,56.25495
268,53.6023
270,54.91852
272,55.24605
274,53.48116
276,54.4234
278,53.67405
280,53.36048
282,52.31661
284,54.48049
286,53.39747
288,52.65929
290,52.68441
292,53.68991
294,51.82651
296,51.15344
298,52.03513
300,52.32835
302,50.82974
304,49.72273
306,49.08598
308,49.46252
310,51.92586
312,51.17774
314,48.81605
316,49.59784
318,49.8979
320,48.72808
322,49.52349
324,48.28098
