t,a
4,100
8,81.88718
12,100.2292
16,97.35046
20,96.44047
24,91.53951
28,93.45899
32,91.98728
36,90.95706
40,89.17529
44,87.27295
48,86.94184
52,87.31478
56,86.05785
60,85.65174
64,84.91606
68,82.10361
72,82.29002
76,81.9114
80,79.69473
84,81.10994
88,79.67065
92,77.57347
96,77.22196
100,76.94756
104,74.88755
108,72.87804
112,74.42068
116,73.29436
120,71.25175
124,73.07157
128,71.4828
132,70.16655
136,70.05334
140,68.85682
144,67.43033
148,65.6188
152,66.20457
156,66.29094
160,64.27939
164,63.5779
168,65.29068
172,63.97284
176,63.37829
180,59.88505
184,60.87267
188,62.04001
192,60.58237
196,57.62899
200,60.00441
204,58.65382
208,59.06788
212,55.72285
216,57.83247
220,55.9605
224,56.29475
228,53.32332
232,55.32124
236,51.87966
240,54.06424
244,53.23463
248,52.77998
252,53.06883
256,51.30147
260,50.7937
264,50.90339
268,51.61169
272,49.26366
276,48.53753
280,47.32872
284,49.8995
288,48.55213
292,47.79297
296,48.35767
300,46.69396
304,45.33673
308,45.20988
312,45.81511
316,46.68307
320,45.00375
324,43.61845
328,43.46249
332,43.4877
336,42.37557
340,40.72695
344,41.14487
348,40.80766
352,40.05842
356,40.24361
360,40.4678
364,39.08817
368,39.4146
372,40.24833
376,39.54519
380,39.16666
384,38.24786
388,38.5951
392,37.08479
396,37.3667
400,34.91559
404,37.21613
408,34.59758
412,35.55714
416,37.32886
420,37.40107
424,37.00494
428,34.0649
432,34.10785
436,34.45064
440,34.34979
444,33.93103
448,34.52755
452,33.48673
456,34.23805
460,33.30438
464,32.92992
468,31.91835
472,32.57896
476,32.75269
480,32.95502
484,31.90426
488,29.51492
492,32.66545
496,30.00311
500,31.0094
504,27.21109
508,32.26432
512,28.38545
516,28.60077
520,28.72145
524,29.12158
528,27.51465
532,29.32406
536,26.06946
540,27.83149
544,27.7306
548,27.08362
552,25.34187
556,27.25909
560,25.74994
564,27.13663
568,26.01957
572,26.84937
576,26.53228
580,25.85784
584,25.62571
588,24.92364
592,25.65441
596,23.84704
600,24.39439
604,24.21465
608,23.69926
612,23.51258
616,23.16748
620,24.06389
624,24.78458
628,24.24218
632,21.62703
636,22.88065
640,22.95415
644,21.51214
648,22.02851
652,22.68136
656,20.85482
660,21.61202
664,22.38406
668,21.19197
672,22.17692
676,21.40998
680,20.10297
684,22.08478
688,20.63278
692,18.89611
696,19.33305
700,18.94187
704,17.484
708,19.53381
712,19.71558
716,19.83352
720,19.65852
724,19.49433
728,18.12934
732,17.64798
736,18.94124
740,17.81932
744,18.46015
748,17.62143
752,17.82975
756,19.00127
760,17.19679
764,15.14419
768,17.16719
772,17.61153
776,18.42724
780,16.86689
784,17.05793
788,17.47619
792,17.45108
796,17.81154
800,15.71547
804,17.03299
808,15.78819
812,16.35858
816,17.44338
820,15.52084
824,17.44672
828,15.75965
832,15.11243
836,16.26398
840,14.46649
844,14.90494
848,14.90435
852,14.26945
856,15.6658
860,15.90368
864,14.16295
868,15.49885
872,13.58464
876,15.06215
880,13.54537
884,13.43702
888,15.23862
892,13.68681
896,12.82117
900,13.94044
904,12.79608
908,11.84963
912,13.27132
916,11.75573
920,13.23996
924,10.90656
928,12.43672
932,12.75685
936,12.67551
940,13.00175
944,11.61994
948,12.87321
952,12.81308
956,11.8381
960,16.03613
964,13.55066
968,13.19917
972,12.19804
976,10.23122
980,11.14748
984,11.31681
988,12.08278
992,10.93528
996,11.87713
1000,12.37764
1004,11.16416
1008,10.12771
1012,11.46673
1016,11.60787
1020,9.729049
1024,12.26895
1028,10.94382
1032,10.20629
1036,10.36293
1040,11.66156
1044,10.66241
1048,10.45516
1052,9.837041
1056,10.72838
1060,9.314171
1064,10.47416
1068,13.60252
1072,10.04501
1076,9.419327
1080,10.77131
1084,9.165265
1088,9.196514
1092,9.497623
1096,9.541683
1100,9.818109
1104,10.02521
1108,9.557026
1112,8.478106
1116,8.978872
1120,8.957487
1124,8.872587
1128,10.48653
1132,11.41789
1136,8.360031
1140,8.972916
1144,9.265617
1148,10.10491
1152,8.888407
1156,8.486796
1160,9.013099
1164,7.171663
1168,8.685485
1172,7.958368
1176,6.615312
1180,7.635003
1184,7.892237
1188,8.024288
1192,7.44049
1196,8.678073
1200,8.102559
1204,6.613739
1208,6.465445
1212,8.598372
1216,8.340285
1220,6.847411
1224,6.58934
1228,7.274522
1232,7.346779
1236,7.480145
1240,8.860679
1244,8.733929
1248,6.519765
1252,7.964415
1256,8.042988
1260,7.957633
1264,7.66174
1268,7.43258
1272,6.583567
1276,6.22315
1280,7.101236
1284,7.404597
1288,7.377749
1292,5.175005
1296,6.167421
1300,7.031374
1304,6.511672
1308,6.10416
1312,6.185698
1316,5.478229
1320,7.39252
1324,6.023702
1328,5.132338
1332,6.332995
1336,5.159149
1340,6.296139
1344,5.836599
1348,6.868189
1352,4.572128
1356,5.781454
1360,6.095353
1364,5.023942
1368,5.756747
1372,6.264415
1376,4.523949
1380,6.1416
1384,6.943904
1388,5.577544
1392,3.693352
1396,5.0807
1400,7.086108
1404,4.623627
1408,6.355907
1412,4.930653
1416,4.442197
1420,5.259029
1424,4.832488
1428,5.91755
1432,4.756818
1436,3.618965
1440,4.585808
1444,3.772708
1448,6.488283
1452,5.571274
1456,5.407468
1460,5.871748
1464,4.828207
1468,4.365774
1472,2.600596
1476,6.028198
1480,4.221004
1484,5.036214
1488,4.514769
1492,4.981932
1496,4.272565
1500,3.781503
1504,5.112383
1508,5.823506
1512,3.104471
1516,6.027534
1520,6.187946
1524,5.014767
1528,5.216049
1532,3.312041
1536,4.916935
1540,4.544486
1544,5.430746
1548,5.201612
1552,4.04675
1556,4.62547
1560,4.737558
1564,3.120712
1568,4.751036
1572,3.789087
1576,3.979544
1580,4.819212
1584,4.358312
1588,5.11853
1592,3.197582
1596,3.265552
1600,3.423758
1604,3.561677
