t,a
0.2,0.06536766
0.4,0.0647934
0.6,0.06413194
0.8,0.06281482
1.0,0.0612698
1.2,0.06206545
1.4,0.06089012
1.6,0.06231635
1.8,0.0591647
2.0,0.0631442
2.2,0.06192797
2.4,0.06271466
2.6,0.06217005
2.8,0.06228515
3.0,0.05992082
3.2,0.06062523
3.4,0.06402256
3.6,0.06204235
3.8,0.06280528
4.0,0.06034912
4.2,0.06050643
4.4,0.06159149
4.6,0.06135906
4.8,0.06154246
5.0,0.05845514
5.2,0.06112109
5.4,0.06116042
5.6,0.06239326
5.8,0.06045137
6.0,0.05923275
6.2,0.05719309
6.4,0.05930763
6.6,0.06306977
6.8,0.05976202
7.0,0.06126378
7.2,0.05991883
7.4,0.05916244
7.6,0.05948253
7.8,0.06018664
8.0,0.05864614
8.2,0.05704003
8.4,0.06054218
8.6,0.06002024
8.8,0.06092636
9.0,0.06042392
9.2,0.05765192
9.4,0.06096228
9.6,0.05960568
9.8,0.05961421
10.0,0.05965156
10.2,0.05870891
10.4,0.06038715
10.6,0.05870307
10.8,0.06032687
11.0,0.05838085
11.2,0.05835331
11.4,0.05648558
11.6,0.05938771
11.8,0.05809093
12.0,0.05917068
12.2,0.05945982
12.4,0.05774594
12.6,0.05919821
12.8,0.05810899
13.0,0.05919052
13.2,0.05960562
13.4,0.06003948
13.6,0.05883638
13.8,0.05869087
14.0,0.05887731
14.2,0.05816137
14.4,0.05762729
14.6,0.05770949
14.8,0.06167906
15.0,0.05809368
15.2,0.05855521
15.4,0.05981523
15.6,0.05697414
15.8,0.05736383
16.0,0.05913102
16.2,0.05912802
16.4,0.05563012
16.6,0.06053056
16.8,0.05866369
17.0,0.05835839
17.2,0.05862205
17.4,0.05544289
17.6,0.05531931
17.8,0.05650904
18.0,0.05801211
18.2,0.05824144
18.4,0.05926323
18.6,0.05586146
18.8,0.05723505
19.0,0.05748977
19.2,0.05780999
19.4,0.05726139
19.6,0.05621627
19.8,0.05677347
20.0,0.05785031
20.2,0.05826653
20.4,0.05637233
20.6,0.05510117
20.8,0.05762725
21.0,0.05599482
21.2,0.05862487
21.4,0.05852425
21.6,0.06039118
21.8,0.05820884
22.0,0.0562024
22.2,0.05642493
22.4,0.05468872
22.6,0.05666572
22.8,0.05504334
23.0,0.05717696
23.2,0.05840387
23.4,0.0589083
23.6,0.05584532
23.8,0.0549251
24.0,0.05693019
24.2,0.05674036
24.4,0.05728102
24.6,0.05529241
24.8,0.05759299
25.0,0.05609965
25.2,0.05673967
25.4,0.05650875
25.6,0.05601271
25.8,0.05536349
26.0,0.05456658
26.2,0.0578052
26.4,0.05510362
26.6,0.05689522
26.8,0.05533791
27.0,0.05422898
27.2,0.05599933
27.4,0.05597376
27.6,0.05648432
27.8,0.05483173
28.0,0.05786613
28.2,0.05582868
28.4,0.05503796
28.6,0.05639911
28.8,0.05432489
29.0,0.05491182
29.2,0.05430295
29.4,0.05809898
29.6,0.05512644
29.8,0.05728119
30.0,0.05772959
30.2,0.05497326
30.4,0.05518476
30.6,0.05576357
30.8,0.0533655
31.0,0.05319854
31.2,0.05426951
31.4,0.05637569
31.6,0.05785321
31.8,0.0559408
32.0,0.05317605
32.2,0.05287564
32.4,0.05427128
32.6,0.05676739
32.8,0.0564576
33.0,0.05668025
33.2,0.05477245
33.4,0.05509012
33.6,0.0533362
33.8,0.05460952
34.0,0.05564199
34.2,0.05234203
34.4,0.05558373
34.6,0.05502177
34.8,0.05507896
35.0,0.05455228
35.2,0.05248752
35.4,0.05143276
35.6,0.05476991
35.8,0.05518449
36.0,0.05404993
36.2,0.05708726
36.4,0.05453983
36.6,0.05435056
36.8,0.05428216
37.0,0.05376126
37.2,0.05291361
37.4,0.05288006
37.6,0.05272417
37.8,0.05263347
38.0,0.05546602
38.2,0.05589744
38.4,0.05252901
38.6,0.05572382
38.8,0.05412276
39.0,0.05535386
39.2,0.05409113
39.4,0.05614441
39.6,0.05430601
39.8,0.05554827
40.0,0.05369079
40.2,0.05337742
40.4,0.05267392
40.6,0.05118277
40.8,0.05636339
41.0,0.05278546
41.2,0.05646766
41.4,0.05319372
41.6,0.05296952
41.8,0.05274589
42.0,0.0523946
42.2,0.05424887
42.4,0.04969051
42.6,0.05437086
42.8,0.05405977
43.0,0.0535024
43.2,0.05450771
43.4,0.05330253
43.6,0.05151085
43.8,0.05267874
44.0,0.05552782
44.2,0.05269916
44.4,0.05571927
44.6,0.05333832
44.8,0.05207404
45.0,0.05233228
45.2,0.05453096
45.4,0.05273949
45.6,0.05114297
45.8,0.05407167
46.0,0.05413131
46.2,0.05409335
46.4,0.05252944
46.6,0.05296187
46.8,0.04998808
47.0,0.05228497
47.2,0.05287614
47.4,0.05277584
47.6,0.05409314
47.8,0.05284523
48.0,0.05340999
48.2,0.0534333
48.4,0.0527312
48.6,0.05255634
48.8,0.05116129
49.0,0.05187389
49.2,0.0526241
49.4,0.05463969
49.6,0.05261719
49.8,0.05058063
50.0,0.05307594
50.2,0.05036136
50.4,0.05417353
50.6,0.05254836
50.8,0.0541584
51.0,0.05207947
51.2,0.05320309
51.4,0.05340838
51.6,0.05115846
51.8,0.04962862
52.0,0.04959186
52.2,0.052717
52.4,0.05334456
52.6,0.05478466
52.8,0.05305042
53.0,0.05035581
53.2,0.05166398
53.4,0.05279787
53.6,0.05171651
53.8,0.05242902
54.0,0.05379168
54.2,0.05207859
54.4,0.0497986
54.6,0.05188758
54.8,0.05079963
55.0,0.05128836
55.2,0.0511442
55.4,0.05437292
55.6,0.05120765
55.8,0.05415728
56.0,0.05092409
56.2,0.04954566
56.4,0.05098733
56.6,0.05080584
56.8,0.05165788
57.0,0.04875023
57.2,0.0527103
57.4,0.05224493
57.6,0.05254841
57.8,0.05329784
58.0,0.05005796
58.2,0.05036709
58.4,0.04990681
58.6,0.05213161
58.8,0.05217609
59.0,0.05376995
59.2,0.05227231
59.4,0.05107046
