t,a
0.2,0.1337926
0.4,0.1349911
0.6,0.1323711
0.8,0.1352214
1.0,0.1310795
1.2,0.1341118
1.4,0.134841
1.6,0.1337751
1.8,0.1327578
2.0,0.1302868
2.2,0.1352194
2.4,0.1293329
2.6,0.1347329
2.8,0.1282655
3.0,0.1319082
3.2,0.1309613
3.4,0.1348163
3.6,0.1310167
3.8,0.1313859
4.0,0.1321792
4.2,0.1280086
4.4,0.1320825
4.6,0.130751
4.8,0.1315557
5.0,0.1276216
5.2,0.1315809
5.4,0.1316796
5.6,0.1296369
5.8,0.1319186
6.0,0.1269926
6.2,0.1305643
6.4,0.1289261
6.6,0.1313938
6.8,0.128244
7.0,0.1288729
7.2,0.1301937
7.4,0.1274813
7.6,0.130357
7.8,0.128505
8.0,0.1297285
8.2,0.1272283
8.4,0.1318603
8.6,0.1296709
8.8,0.129923
9.0,0.1290369
9.2,0.1272766
9.4,0.1292158
9.6,0.1288901
9.8,0.1302816
10.0,0.1276967
10.2,0.1296669
10.4,0.1286184
10.6,0.1273776
10.8,0.1289156
11.0,0.1262324
11.2,0.1265073
11.4,0.1261115
11.6,0.1285533
11.8,0.1272546
12.0,0.1270705
12.2,0.1279865
12.4,0.1248471
12.6,0.1295676
12.8,0.1280348
13.0,0.1275572
13.2,0.1242646
13.4,0.126638
13.6,0.1272626
13.8,0.1246291
14.0,0.1275278
14.2,0.1245386
14.4,0.1249218
14.6,0.1254881
14.8,0.1277009
15.0,0.1272373
15.2,0.1262768
15.4,0.127559
15.6,0.1220435
15.8,0.1251949
16.0,0.1255718
16.2,0.1247754
16.4,0.1238214
16.6,0.1263398
16.8,0.1275883
17.0,0.1237622
17.2,0.1265195
17.4,0.122105
17.6,0.1249395
17.8,0.1249455
18.0,0.1267618
18.2,0.1247685
18.4,0.1245782
18.6,0.12625
18.8,0.1213764
19.0,0.1256229
19.2,0.1224546
19.4,0.1253453
19.6,0.1222714
19.8,0.126487
20.0,0.1239755
20.2,0.1233352
20.4,0.1242283
20.6,0.1199394
20.8,0.1232677
21.0,0.1220599
21.2,0.1243039
21.4,0.1226133
21.6,0.1235279
21.8,0.1238156
22.0,0.1207047
22.2,0.1237879
22.4,0.1216152
22.6,0.124209
22.8,0.1208361
23.0,0.1239985
23.2,0.1227187
23.4,0.1233016
23.6,0.1236999
23.8,0.1190883
24.0,0.1238552
24.2,0.1217645
24.4,0.1211397
24.6,0.1227753
24.8,0.1226708
25.0,0.12297
25.2,0.1217482
25.4,0.1229325
25.6,0.1207493
25.8,0.1188813
26.0,0.1210385
26.2,0.122185
26.4,0.1218618
26.6,0.1223304
26.8,0.122836
27.0,0.1184861
27.2,0.1206619
27.4,0.1208924
27.6,0.1202851
27.8,0.1194307
28.0,0.1212849
28.2,0.1213828
28.4,0.1193633
28.6,0.1228935
28.8,0.1188785
29.0,0.117459
29.2,0.119855
29.4,0.1223102
29.6,0.1212701
29.8,0.1203798
30.0,0.1212396
30.2,0.1173151
30.4,0.1197324
30.6,0.1197157
30.8,0.1202612
31.0,0.119549
31.2,0.1205063
31.4,0.119864
31.6,0.1186673
31.8,0.1212583
32.0,0.1171937
32.2,0.1180261
32.4,0.1182956
32.6,0.1213621
32.8,0.1194981
33.0,0.1210316
33.2,0.1189617
33.4,0.117606
33.6,0.1216549
33.8,0.117074
34.0,0.1200095
34.2,0.1176191
34.4,0.1197934
34.6,0.1195016
34.8,0.1180148
35.0,0.1212842
35.2,0.1152804
35.4,0.1191914
35.6,0.1183172
35.8,0.1210914
36.0,0.1179193
36.2,0.1190393
36.4,0.1178044
36.6,0.1154813
36.8,0.1180066
37.0,0.1167964
37.2,0.1189363
37.4,0.1164947
37.6,0.121266
37.8,0.1176431
38.0,0.1178291
38.2,0.1182238
38.4,0.1148747
38.6,0.1176488
38.8,0.1161965
39.0,0.1162032
39.2,0.1183469
39.4,0.1194358
39.6,0.1165414
39.8,0.1173506
40.0,0.1184049
40.2,0.1168975
40.4,0.1143041
40.6,0.1148058
40.8,0.1189063
41.0,0.1163207
41.2,0.1166359
41.4,0.1182842
41.6,0.114605
41.8,0.1169662
42.0,0.1165923
42.2,0.1159793
42.4,0.1144247
42.6,0.1174752
42.8,0.116885
43.0,0.1163607
43.2,0.1192903
43.4,0.1141246
43.6,0.1135938
43.8,0.1153209
44.0,0.1177463
44.2,0.1163017
44.4,0.1155314
44.6,0.117379
44.8,0.1118294
45.0,0.1145629
45.2,0.1144706
45.4,0.1157528
45.6,0.112125
45.8,0.1169269
46.0,0.1160809
46.2,0.1153802
46.4,0.1154919
46.6,0.1127057
46.8,0.1142956
47.0,0.1147448
47.2,0.1152041
47.4,0.1145198
47.6,0.1139402
47.8,0.1155169
48.0,0.1123821
48.2,0.1171883
48.4,0.1135731
48.6,0.1154464
