t,a
0.2,0.1060303
0.4,0.109386
0.6,0.1072106
0.8,0.1072028
1.0,0.1058254
1.2,0.1070548
1.4,0.1064157
1.6,0.1065623
1.8,0.1061353
2.0,0.1053396
2.2,0.1082674
2.4,0.1050391
2.6,0.1087769
2.8,0.1038183
3.0,0.1039043
3.2,0.1038392
3.4,0.1079457
3.6,0.1047906
3.8,0.1060043
4.0,0.1057808
4.2,0.1024887
4.4,0.1063695
4.6,0.1028554
4.8,0.105192
5.0,0.1021722
5.2,0.1053108
5.4,0.1038284
5.6,0.1031125
5.8,0.1049659
6.0,0.100879
6.2,0.1033203
6.4,0.1032453
6.6,0.1059581
6.8,0.1025844
7.0,0.1049244
7.2,0.1029549
7.4,0.1002747
7.6,0.1036237
7.8,0.1009175
8.0,0.1043249
8.2,0.1016066
8.4,0.1038733
8.6,0.1026175
8.8,0.1045272
9.0,0.1028382
9.2,0.09836062
9.4,0.1024837
9.6,0.1013192
9.8,0.1018288
10.0,0.1019245
10.2,0.1028853
10.4,0.1025321
10.6,0.1011267
10.8,0.1014173
11.0,0.09936493
11.2,0.1005603
11.4,0.09898079
11.6,0.1029356
11.8,0.1028254
12.0,0.1013466
12.2,0.1015539
12.4,0.1000528
12.6,0.1019287
12.8,0.1009328
13.0,0.1013559
13.2,0.100412
13.4,0.1007054
13.6,0.1010443
13.8,0.09915863
14.0,0.1020071
14.2,0.09869356
14.4,0.09727894
14.6,0.09953874
14.8,0.1018872
15.0,0.101236
15.2,0.1010071
15.4,0.1008431
15.6,0.09692416
15.8,0.09839239
16.0,0.09934329
16.2,0.09812847
16.4,0.09737729
16.6,0.1015478
16.8,0.09996634
17.0,0.09836954
17.2,0.1007607
17.4,0.09571884
17.6,0.09809119
17.8,0.09887952
18.0,0.09831831
18.2,0.09858915
18.4,0.1001555
18.6,0.1002582
18.8,0.09621033
19.0,0.09961769
19.2,0.0974419
19.4,0.09930698
19.6,0.09588093
19.8,0.09850625
20.0,0.09867431
