t,a
0.2,0.09033296
0.4,0.08874688
0.6,0.08841755
0.8,0.08833595
1.0,0.08611429
1.2,0.08732938
1.4,0.08549297
1.6,0.08536057
1.8,0.08575208
2.0,0.0849268
2.2,0.08745408
2.4,0.08599325
2.6,0.08636422
2.8,0.08494112
3.0,0.08561421
3.2,0.08580671
3.4,0.08789699
3.6,0.08660198
3.8,0.0873281
4.0,0.08542761
4.2,0.08297975
4.4,0.08464226
4.6,0.08486223
4.8,0.08628933
5.0,0.08070372
5.2,0.08506212
5.4,0.08441995
5.6,0.08445008
5.8,0.08561018
6.0,0.08164251
6.2,0.08297517
6.4,0.0825629
6.6,0.08507041
6.8,0.08513467
7.0,0.08602319
7.2,0.08496978
7.4,0.0817804
7.6,0.08425058
7.8,0.08062503
8.0,0.08382606
8.2,0.08234563
8.4,0.08176254
8.6,0.08478801
8.8,0.08417292
9.0,0.08408625
9.2,0.08034237
9.4,0.08417018
9.6,0.08204309
9.8,0.08482211
10.0,0.08303484
10.2,0.0822125
10.4,0.0832145
10.6,0.08340929
10.8,0.08275663
11.0,0.0820413
11.2,0.08161902
11.4,0.08046429
11.6,0.08538513
11.8,0.081979
12.0,0.08230902
12.2,0.08223128
12.4,0.08044865
12.6,0.0819853
12.8,0.08161746
13.0,0.08297082
13.2,0.0782277
13.4,0.08292373
13.6,0.08243664
13.8,0.08147302
14.0,0.08298271
14.2,0.07993455
14.4,0.07801465
14.6,0.08119696
14.8,0.08270531
15.0,0.0821703
15.2,0.08212466
15.4,0.08329592
15.6,0.07938429
15.8,0.08098222
16.0,0.08080324
16.2,0.07940984
16.4,0.07963874
16.6,0.08099212
16.8,0.08206776
17.0,0.08122256
17.2,0.08282521
17.4,0.07840234
17.6,0.07865337
17.8,0.08063763
18.0,0.08099291
18.2,0.08112674
18.4,0.07929114
18.6,0.08067839
18.8,0.07842517
19.0,0.08094244
19.2,0.07875319
19.4,0.07880948
19.6,0.07887439
19.8,0.0791217
20.0,0.08028143
20.2,0.08065308
20.4,0.0797802
20.6,0.07730073
20.8,0.08025672
21.0,0.07744797
21.2,0.08089887
21.4,0.07986629
21.6,0.07926373
21.8,0.07959323
22.0,0.0777683
22.2,0.08007897
22.4,0.07775131
22.6,0.07784002
22.8,0.07666784
23.0,0.07965229
23.2,0.07912079
23.4,0.07920903
23.6,0.08041406
23.8,0.0778783
24.0,0.07995327
24.2,0.07859761
24.4,0.07776801
24.6,0.07830786
24.8,0.07957831
25.0,0.07810796
25.2,0.07721083
25.4,0.07971319
25.6,0.07750904
25.8,0.07687763
26.0,0.07794067
26.2,0.081316
26.4,0.07889919
26.6,0.0799677
26.8,0.07792347
27.0,0.0750203
27.2,0.07827063
27.4,0.07810881
27.6,0.07778398
27.8,0.07645934
28.0,0.07848039
28.2,0.07797864
28.4,0.07843674
28.6,0.07804659
28.8,0.07698279
29.0,0.0749834
29.2,0.07646756
29.4,0.07837802
29.6,0.0783073
29.8,0.07816031
30.0,0.0770741
30.2,0.07522581
30.4,0.07724238
30.6,0.07669034
30.8,0.07641663
31.0,0.07516833
31.2,0.07647929
31.4,0.07791784
31.6,0.0791695
31.8,0.07618668
32.0,0.0753589
32.2,0.07417672
32.4,0.07689
32.6,0.07842056
32.8,0.0764396
33.0,0.07767155
33.2,0.07819072
33.4,0.07400033
33.6,0.07615946
33.8,0.07640446
34.0,0.07592958
34.2,0.07358135
34.4,0.07694034
34.6,0.07718326
34.8,0.07795191
35.0,0.07575892
35.2,0.07336653
35.4,0.07624545
35.6,0.07565538
35.8,0.07484306
36.0,0.07646268
36.2,0.0762861
36.4,0.07717186
36.6,0.07491068
36.8,0.07692463
37.0,0.07551374
37.2,0.07379208
37.4,0.07329741
37.6,0.07279444
37.8,0.0760017
38.0,0.07661988
38.2,0.07607021
38.4,0.07381138
38.6,0.07489208
38.8,0.07499358
39.0,0.07623327
39.2,0.07635495
39.4,0.07428794
39.6,0.07667769
39.8,0.07515592
40.0,0.07582392
40.2,0.07349441
40.4,0.07416758
40.6,0.07240244
40.8,0.07756391
41.0,0.07563167
41.2,0.07470426
41.4,0.07464604
41.6,0.0741468
41.8,0.07327019
42.0,0.07498391
42.2,0.07351123
42.4,0.07125753
42.6,0.07505462
42.8,0.07426803
43.0,0.07428884
43.2,0.0755127
43.4,0.07297787
43.6,0.07098361
43.8,0.07432436
44.0,0.07715326
44.2,0.07410977
44.4,0.07679326
44.6,0.07402505
44.8,0.07308973
45.0,0.07402686
45.2,0.0729789
45.4,0.07201864
45.6,0.0741159
45.8,0.07322393
46.0,0.07478268
46.2,0.07476803
46.4,0.0727956
46.6,0.07267713
46.8,0.0733379
47.0,0.07306251
47.2,0.07526815
47.4,0.07424733
47.6,0.07351907
47.8,0.0752743
48.0,0.07149739
48.2,0.07381454
48.4,0.07137674
48.6,0.07538574
48.8,0.07120895
49.0,0.07227289
49.2,0.07253036
49.4,0.07465502
49.6,0.07340175
49.8,0.07072926
50.0,0.07427926
50.2,0.07113917
50.4,0.07385681
50.6,0.07304684
