T2,Amplitude
0.01,0.0
0.010718913192051276,0.0
0.011489510001873092,0.0
0.012315506032928256,0.0
0.01320088400831418,0.0
0.01414991297434576,0.0
0.015167168884709226,0.0
0.01625755666443794,0.0
0.0174263338600965,0.0
0.01867913599020783,0.0
0.020022003718155844,0.0
0.021461411978584036,0.0
0.02300430119772918,0.0
0.024658110758226028,0.0
0.026430814869741057,0.0
0.02833096101839324,0.0
0.030367711180354574,0.0
0.032550885998350584,0.0
0.034891012134067735,0.0
0.03739937302478798,0.0
0.04008806328898465,0.0
0.04297004704320839,0.0
0.04605922041145106,0.0
0.049370478528390035,0.0
0.05291978735958442,0.0
0.05672426068491978,0.0
0.06080224261649421,0.0
0.06517339604882423,0.0
0.0698587974678525,0.0
0.07488103857590023,0.0
0.08026433522257174,0.0
0.086034644166845,0.0
0.09221978823334327,0.0
0.09884959046625587,0.0
0.10595601792776159,0.0
0.11357333583431052,0.0
0.12173827277396614,0.0
0.13049019780144022,0.0
0.1398713102647238,0.0
0.14992684327860456,0.0
0.16070528182616384,0.0
0.17225859653987866,0.0
0.18464249428955434,0.0
0.19791668678535562,0.0
0.21214517849106299,4.911131765116245e-06
0.22739657523579276,1.1948367601523919e-05
0.24374441501222205,2.0912221978786476e-05
0.2612675225563328,3.190776965799041e-05
0.2800503894183631,4.496727688408803e-05
0.3001835813575589,6.003848360592904e-05
0.32176417502507354,7.69767836294057e-05
0.3448962260405758,9.554218104539184e-05
0.36969127071950264,0.00011540155511837984
0.3962688638701478,0.00013613633619392784
0.42475715525368984,0.00015725523398032708
0.4552935074866948,0.00017821123551985222
0.48802515836544313,0.00019842177641819667
0.5231099308056261,0.00021729084527429208
0.5607169938205459,0.00023423183606826922
0.6010276782070382,0.00024869020051634434
0.644236350872137,0.00026016531061872966
0.6905513520162327,0.0002682313250766163
0.7401959996915641,0.00027255715491127693
0.7934096665797492,0.00027292575222641867
0.8504489341802677,0.0002692528504328284
0.9115888299750818,0.00026160496720780286
0.9771241535346497,0.000250215999372332
1.0473708979594498,0.00023550118825479803
1.1226677735108135,0.00021806672880387743
1.2033778407775892,0.00019871294270223938
1.289890261253308,0.00017842881595828966
1.382622173764655,0.00015837585998934494
1.4820207057988586,0.0001398597016460514
1.5885651294280527,0.00012428852364746956
1.7027691722258995,0.0001131184251551151
1.8251834943190424,0.00010778690239583028
1.9563983435170629,0.00010963689639710659
2.0970464013232326,0.00011983513287232005
2.247805833548725,0.0001392896724042335
2.4094035602395243,0.0001685725505893141
2.5826187606826747,0.00020785395142470815
2.7682866303920637,0.00025685436397589027
2.9673024081888695,0.00031482050772210643
3.180625692794119,0.00038052944367030856
3.409285069746811,0.0004523232894137711
