t,a
0.2,0.08692301
0.4,0.08848061
0.6,0.0848373
0.8,0.08505826
1.0,0.08120852
1.2,0.08177083
1.4,0.08030867
1.6,0.0798829
1.8,0.07829584
2.0,0.07680174
2.2,0.07646344
2.4,0.07471907
2.6,0.07525964
2.8,0.07296562
3.0,0.07250354
3.2,0.07217268
3.4,0.07174091
3.6,0.07027086
3.8,0.07005887
4.0,0.06924763
4.2,0.06881158
4.4,0.06844932
4.6,0.06637763
4.8,0.0676273
5.0,0.067077
5.2,0.06597002
5.4,0.0648089
5.6,0.06447598
5.8,0.06387228
6.0,0.06412596
6.2,0.064424
6.4,0.06283424
6.6,0.0622454
6.8,0.06213641
7.0,0.06190165
7.2,0.06128642
7.4,0.06132205
7.6,0.06075263
7.8,0.05908822
8.0,0.05936404
8.2,0.05811266
8.4,0.05987301
8.6,0.05835083
8.8,0.05856029
9.0,0.05838933
9.2,0.05666678
9.4,0.05651286
9.6,0.05556347
9.8,0.05669375
10.0,0.05609066
10.2,0.055188
10.4,0.05411801
10.6,0.05536102
10.8,0.05489103
11.0,0.05453331
11.2,0.05375709
11.4,0.05367581
11.6,0.0527837
11.8,0.0541556
12.0,0.05311868
12.2,0.05253337
12.4,0.05266029
12.6,0.05193105
12.8,0.05102812
13.0,0.05297074
13.2,0.05186204
13.4,0.05103037
13.6,0.05039594
13.8,0.04965384
14.0,0.04910213
14.2,0.0496526
14.4,0.04963567
14.6,0.04933014
14.8,0.04913442
15.0,0.04842457
15.2,0.04902102
15.4,0.04896379
15.6,0.04841307
15.8,0.04766314
16.0,0.0472664
16.2,0.04815008
16.4,0.04748062
16.6,0.04816346
16.8,0.0467958
17.0,0.0468171
17.2,0.0459841
17.4,0.04613457
17.6,0.0470145
17.8,0.04659702
18.0,0.04566119
18.2,0.04511055
18.4,0.04525598
18.6,0.04577626
18.8,0.04583024
19.0,0.04521869
19.2,0.04501866
19.4,0.04498829
19.6,0.04408099
19.8,0.04359714
20.0,0.04394869
20.2,0.04363222
20.4,0.0441388
20.6,0.04436797
20.8,0.04273009
21.0,0.0442536
21.2,0.04342706
21.4,0.04358028
21.6,0.04251798
21.8,0.04159366
22.0,0.04201303
22.2,0.04284945
22.4,0.04327262
22.6,0.0410389
22.8,0.04105374
23.0,0.04124185
23.2,0.04133468
23.4,0.04175693
23.6,0.04103873
23.8,0.0402791
24.0,0.04086607
24.2,0.03993977
24.4,0.04031343
24.6,0.04161524
24.8,0.03978831
25.0,0.04051966
25.2,0.03945463
25.4,0.03897702
25.6,0.04014591
25.8,0.03864571
26.0,0.03901589
26.2,0.03958987
26.4,0.03848616
26.6,0.03829529
26.8,0.03918796
27.0,0.03886557
27.2,0.03909492
27.4,0.03845637
27.6,0.03772954
27.8,0.03800506
28.0,0.03839807
28.2,0.03863645
28.4,0.03798657
28.6,0.03807793
28.8,0.03780113
29.0,0.03729536
29.2,0.03849966
29.4,0.03826704
29.6,0.037376
29.8,0.03732839
30.0,0.03695869
30.2,0.03749944
30.4,0.03755844
30.6,0.03619813
30.8,0.03690742
31.0,0.03650323
31.2,0.03668617
31.4,0.03741038
31.6,0.03629457
31.8,0.03618165
32.0,0.03597615
32.2,0.03626769
32.4,0.03533377
32.6,0.03577892
32.8,0.0365669
33.0,0.03532675
33.2,0.03535347
33.4,0.03523458
33.6,0.03493364
33.8,0.03543759
34.0,0.03630944
34.2,0.03443998
34.4,0.03510103
34.6,0.03448977
34.8,0.03513365
35.0,0.03531083
35.2,0.03442709
35.4,0.03466434
35.6,0.03440428
35.8,0.03423811
36.0,0.03374016
36.2,0.03403855
36.4,0.03415908
36.6,0.03408238
36.8,0.03294898
37.0,0.03397182
37.2,0.03434382
37.4,0.03459542
37.6,0.03364104
37.8,0.03292658
38.0,0.03222758
38.2,0.03326182
38.4,0.03479731
38.6,0.03404621
38.8,0.03349821
39.0,0.0329767
39.2,0.03262004
39.4,0.03145528
39.6,0.03426032
39.8,0.03387367
40.0,0.0325116
40.2,0.03229873
40.4,0.03164312
40.6,0.03211567
40.8,0.03302122
41.0,0.03233944
41.2,0.03249415
41.4,0.03185906
41.6,0.03201182
41.8,0.03144341
42.0,0.03134297
42.2,0.03193254
42.4,0.03147416
42.6,0.03130289
42.8,0.03144216
43.0,0.03148545
43.2,0.03181495
43.4,0.03118762
43.6,0.03161698
43.8,0.03136751
44.0,0.03041449
44.2,0.03051084
44.4,0.03103141
44.6,0.03069344
44.8,0.02960197
45.0,0.02983374
45.2,0.02969991
45.4,0.03141166
45.6,0.03017718
45.8,0.03101762
46.0,0.03017345
46.2,0.03007958
46.4,0.02976487
46.6,0.03035785
46.8,0.02975889
47.0,0.03049278
47.2,0.03049587
47.4,0.02900632
47.6,0.03038707
47.8,0.03009916
48.0,0.02978382
48.2,0.02958193
48.4,0.03009495
48.6,0.0283991
48.8,0.03001019
49.0,0.03012492
49.2,0.02901517
49.4,0.02929345
49.6,0.02874718
49.8,0.02929049
50.0,0.03017624
50.2,0.0298216
50.4,0.02868763
50.6,0.02917278
50.8,0.02922549
51.0,0.02940702
51.2,0.02914348
51.4,0.02927899
51.6,0.02868922
51.8,0.02855739
52.0,0.02758477
52.2,0.02816756
52.4,0.0281354
52.6,0.02871646
52.8,0.02942202
53.0,0.02831699
53.2,0.0279574
53.4,0.02951592
53.6,0.02878687
53.8,0.02820433
54.0,0.02808316
54.2,0.027548
54.4,0.02787238
54.6,0.02840883
54.8,0.02795894
55.0,0.02807668
55.2,0.02801286
55.4,0.02783869
55.6,0.02732675
55.8,0.02861891
56.0,0.02820328
56.2,0.02775499
56.4,0.02791905
56.6,0.02640246
56.8,0.0268226
57.0,0.02806851
57.2,0.02752671
57.4,0.02682904
57.6,0.02664641
57.8,0.02790297
58.0,0.02697498
58.2,0.02700957
58.4,0.02685224
58.6,0.0271884
58.8,0.02695686
59.0,0.02742312
59.2,0.02746015
59.4,0.02761715
59.6,0.02671213
59.8,0.02642594
60.0,0.02658649
60.2,0.02706109
60.4,0.02835532
60.6,0.02692567
60.8,0.02678295
61.0,0.02691451
61.2,0.02624615
61.4,0.02615103
61.6,0.02750273
61.8,0.02725061
62.0,0.02586993
62.2,0.02683656
62.4,0.02630825
62.6,0.02543379
62.8,0.02671905
63.0,0.02599125
63.2,0.02624702
63.4,0.02624309
63.6,0.02624652
63.8,0.02490713
64.0,0.02529203
64.2,0.02569513
64.4,0.02534583
64.6,0.02547652
64.8,0.0256926
65.0,0.02641105
65.2,0.02578819
65.4,0.02626003
65.6,0.02560736
65.8,0.02477414
66.0,0.02461835
66.2,0.02573852
66.4,0.02583782
66.6,0.02513069
66.8,0.02557212
67.0,0.02539049
67.2,0.02473497
67.4,0.02548523
67.6,0.02552842
67.8,0.02566116
68.0,0.02534266
68.2,0.02448449
68.4,0.02436949
68.6,0.02520686
68.8,0.02394335
69.0,0.02468387
69.2,0.02528601
69.4,0.02464812
69.6,0.02503033
69.8,0.02495328
70.0,0.02457134
70.2,0.02486531
70.4,0.0245353
70.6,0.02475277
70.8,0.02563563
71.0,0.02485494
71.2,0.02403864
71.4,0.02458793
71.6,0.02420956
71.8,0.02339935
72.0,0.02509856
72.2,0.02511853
72.4,0.02496028
72.6,0.02444378
72.8,0.02352841
73.0,0.02493776
73.2,0.02464521
73.4,0.02493501
73.6,0.02452034
73.8,0.02370477
74.0,0.02446799
74.2,0.02364145
74.4,0.02446112
74.6,0.02363185
74.8,0.0245785
75.0,0.02380899
75.2,0.02359107
75.4,0.02454045
75.6,0.02520981
75.8,0.02409461
76.0,0.02383925
76.2,0.02344105
76.4,0.02307359
76.6,0.02370228
76.8,0.02453849
77.0,0.02414503
77.2,0.02382307
77.4,0.02383557
77.6,0.02352663
77.8,0.02470785
78.0,0.0240528
78.2,0.02375506
78.4,0.02381514
78.6,0.02260032
78.8,0.02330146
79.0,0.02376152
79.2,0.02351347
79.4,0.02349708
79.6,0.02310127
79.8,0.02248183
80.0,0.02314715
80.2,0.02230144
80.4,0.02297315
80.6,0.02271203
80.8,0.02340046
81.0,0.02291372
81.2,0.02330045
81.4,0.02383829
81.6,0.02346782
81.8,0.02362987
82.0,0.02152892
82.2,0.02282395
82.4,0.02438563
82.6,0.02317644
82.8,0.02309798
83.0,0.02240116
83.2,0.02249913
83.4,0.02151897
83.6,0.02340001
83.8,0.02299914
84.0,0.02277308
84.2,0.02262389
84.4,0.02201467
84.6,0.02289031
84.8,0.02357006
85.0,0.02240141
85.2,0.0225725
85.4,0.02223634
85.6,0.02228514
85.8,0.02159999
86.0,0.02202801
86.2,0.02233412
86.4,0.02226961
86.6,0.0219103
86.8,0.02242752
87.0,0.02210651
87.2,0.02354501
87.4,0.02280425
87.6,0.02197533
87.8,0.0217007
88.0,0.02214686
88.2,0.0226704
88.4,0.02363432
88.6,0.02289748
88.8,0.02229806
89.0,0.02161775
89.2,0.0221736
89.4,0.02190176
89.6,0.02181727
89.8,0.02198217
90.0,0.02163382
90.2,0.02193194
90.4,0.02261288
90.6,0.02296384
90.8,0.0220007
91.0,0.0221194
91.2,0.02181967
91.4,0.02159298
91.6,0.02269529
91.8,0.02182042
92.0,0.02201605
92.2,0.02094358
92.4,0.0218755
92.6,0.02220889
92.8,0.02226517
93.0,0.02209151
93.2,0.02147504
93.4,0.02095068
93.6,0.02134426
93.8,0.02170854
94.0,0.0227999
94.2,0.02187782
94.4,0.02135425
94.6,0.02169607
94.8,0.02187884
95.0,0.02166538
95.2,0.02211394
95.4,0.02133999
95.6,0.02140312
95.8,0.02123291
96.0,0.02062264
96.2,0.02124836
96.4,0.02119475
96.6,0.02139166
96.8,0.02164711
97.0,0.0213018
97.2,0.02109221
97.4,0.02149085
97.6,0.02083334
97.8,0.02119293
98.0,0.02096288
98.2,0.02060175
98.4,0.02128098
98.6,0.02216576
98.8,0.02139272
99.0,0.02037361
99.2,0.02084134
99.4,0.01975556
99.6,0.02040613
99.8,0.02087779
100.0,0.02112908
100.2,0.02108454
100.4,0.02107507
100.6,0.02050957
100.8,0.02142133
101.0,0.02224586
101.2,0.02190152
101.4,0.02095404
101.6,0.0215903
101.8,0.02098538
102.0,0.01984867
102.2,0.02040564
102.4,0.02007885
102.6,0.0204991
102.8,0.02042261
103.0,0.02086091
103.2,0.02114573
103.4,0.02088633
103.6,0.02075989
103.8,0.02069095
104.0,0.01984866
104.2,0.01993761
104.4,0.02064339
104.6,0.02135301
104.8,0.02018616
105.0,0.02016427
105.2,0.0202295
105.4,0.02033373
105.6,0.02109966
105.8,0.02094789
106.0,0.02086002
106.2,0.01997334
106.4,0.02017557
106.6,0.02076359
106.8,0.02074728
107.0,0.02036052
107.2,0.02007997
107.4,0.0204801
107.6,0.02015793
107.8,0.01993665
108.0,0.02072604
108.2,0.01978517
108.4,0.01959535
108.6,0.02006924
108.8,0.01970297
109.0,0.02087438
109.2,0.02044414
109.4,0.02016421
109.6,0.01931697
109.8,0.01964914
110.0,0.01960749
110.2,0.02128598
110.4,0.01976257
110.6,0.01946982
110.8,0.01979703
111.0,0.01945104
111.2,0.01932414
111.4,0.02018346
111.6,0.01999133
111.8,0.02035373
112.0,0.01998246
112.2,0.01931405
112.4,0.01962773
112.6,0.02059918
112.8,0.01912455
113.0,0.01997598
113.2,0.02001571
113.4,0.0196984
113.6,0.02112115
113.8,0.01942172
114.0,0.01972696
114.2,0.01920013
114.4,0.01933813
114.6,0.01891851
114.8,0.02003213
115.0,0.02028206
115.2,0.01915354
115.4,0.01998178
115.6,0.01959148
115.8,0.01900059
116.0,0.02010165
116.2,0.01995419
116.4,0.01918104
116.6,0.01901862
116.8,0.01855249
117.0,0.01879047
117.2,0.01973332
117.4,0.01998642
117.6,0.0190494
117.8,0.01861715
118.0,0.01946865
118.2,0.02026321
118.4,0.01963909
118.6,0.01921135
118.8,0.01933988
119.0,0.01920015
119.2,0.01838212
119.4,0.01969483
119.6,0.01953724
119.8,0.01936339
120.0,0.01905145
120.2,0.01934308
120.4,0.01846102
120.6,0.02029682
120.8,0.02036139
121.0,0.01836
121.2,0.01871294
121.4,0.01823366
121.6,0.01887567
121.8,0.01910513
122.0,0.01922244
122.2,0.01927568
122.4,0.01879244
122.6,0.0187216
122.8,0.01786727
123.0,0.01896519
123.2,0.01926868
123.4,0.01980913
123.6,0.01857621
123.8,0.01838437
124.0,0.01928684
124.2,0.01835594
124.4,0.01856651
124.6,0.01893417
124.8,0.01861681
125.0,0.01877066
125.2,0.02052854
125.4,0.01967513
125.6,0.01901625
125.8,0.01920989
126.0,0.01875217
126.2,0.01865463
126.4,0.01950278
126.6,0.01919471
126.8,0.0183506
127.0,0.01828566
127.2,0.01818716
127.4,0.01792739
127.6,0.01859244
127.8,0.01926748
128.0,0.01841502
128.2,0.01812387
128.4,0.01747623
128.6,0.01939493
128.8,0.01942973
129.0,0.01809132
129.2,0.01859485
129.4,0.01864202
129.6,0.01783028
129.8,0.01797871
130.0,0.0175468
130.2,0.01860729
130.4,0.01835737
130.6,0.01802089
130.8,0.01871751
131.0,0.01912955
131.2,0.01854912
131.4,0.01882655
131.6,0.01820957
131.8,0.01690567
132.0,0.01794996
132.2,0.01846745
132.4,0.01854705
132.6,0.0180384
132.8,0.01905248
133.0,0.01716762
133.2,0.01784942
133.4,0.01841368
133.6,0.018056
133.8,0.01883489
134.0,0.01781904
134.2,0.01754914
134.4,0.01783437
134.6,0.01920543
134.8,0.0187813
135.0,0.01783932
135.2,0.01729461
135.4,0.01899587
135.6,0.01786805
135.8,0.01847775
136.0,0.01845667
136.2,0.01818036
136.4,0.01805523
136.6,0.01834741
136.8,0.01776143
137.0,0.01795487
137.2,0.01718259
137.4,0.01742049
137.6,0.0177419
137.8,0.01788887
138.0,0.01809122
138.2,0.0180613
138.4,0.01887687
138.6,0.01759134
138.8,0.01760565
139.0,0.01687563
139.2,0.01829756
139.4,0.01835922
139.6,0.01810009
139.8,0.01779707
140.0,0.01740655
140.2,0.01831242
140.4,0.01742865
140.6,0.01731177
140.8,0.01780359
141.0,0.01771047
141.2,0.0178322
141.4,0.01970882
141.6,0.01783076
141.8,0.01847526
142.0,0.01772901
142.2,0.01664673
142.4,0.01689745
142.6,0.01854632
142.8,0.01779111
143.0,0.01777201
143.2,0.01743182
143.4,0.0171768
143.6,0.01730203
143.8,0.01839449
144.0,0.01773393
144.2,0.017094
144.4,0.01801515
144.6,0.01716661
144.8,0.01750779
145.0,0.01806516
145.2,0.01695614
145.4,0.01677458
145.6,0.0175233
145.8,0.01746821
146.0,0.01740334
146.2,0.0164077
146.4,0.01627611
146.6,0.01788264
146.8,0.01737661
147.0,0.01804545
147.2,0.01855107
147.4,0.01716348
147.6,0.01807559
147.8,0.01757874
148.0,0.01634412
148.2,0.01699943
148.4,0.01795422
148.6,0.0174471
148.8,0.01682139
149.0,0.01748347
149.2,0.0166245
149.4,0.01719733
149.6,0.01753833
149.8,0.01813133
150.0,0.01798591
150.2,0.01680879
150.4,0.01652122
150.6,0.01702197
150.8,0.01768591
151.0,0.01758383
151.2,0.01650504
151.4,0.01649672
151.6,0.01640883
151.8,0.01725985
152.0,0.01592114
152.2,0.01696429
152.4,0.01815863
152.6,0.01627507
152.8,0.01720523
153.0,0.01812452
153.2,0.01770162
153.4,0.01675714
153.6,0.01713606
153.8,0.01700381
154.0,0.01727512
154.2,0.0171178
154.4,0.01787711
154.6,0.01738564
154.8,0.01620664
155.0,0.01645723
155.2,0.01669928
