t,a
0.2,0.09500835
0.4,0.09544928
0.6,0.09173711
0.8,0.09128848
1.0,0.08790614
1.2,0.08764615
1.4,0.08569633
1.6,0.08545565
1.8,0.08500767
2.0,0.0828973
2.2,0.08271868
2.4,0.0799791
2.6,0.08173211
2.8,0.07980647
3.0,0.08012282
3.2,0.0783258
3.4,0.0772455
3.6,0.07703817
3.8,0.07646487
4.0,0.07667137
4.2,0.07493665
4.4,0.07461002
4.6,0.07339711
4.8,0.07325133
5.0,0.07278945
5.2,0.07236357
5.4,0.07197399
5.6,0.07093161
5.8,0.07070207
6.0,0.07144171
6.2,0.07093059
6.4,0.06931142
6.6,0.06929043
6.8,0.06761256
7.0,0.06745358
7.2,0.06740172
7.4,0.06829863
7.6,0.0664819
7.8,0.06643733
8.0,0.06624503
8.2,0.06464386
8.4,0.06456894
8.6,0.06444027
8.8,0.06408241
9.0,0.0639804
9.2,0.06383585
9.4,0.06338677
9.6,0.06287938
9.8,0.06346768
10.0,0.06200568
10.2,0.0625661
10.4,0.06156506
10.6,0.06182157
10.8,0.06107462
11.0,0.0604451
11.2,0.06035754
11.4,0.06059731
11.6,0.05899646
11.8,0.05915951
12.0,0.05956455
12.2,0.05849347
12.4,0.05856282
12.6,0.05849615
12.8,0.05712352
13.0,0.05861958
13.2,0.05725077
13.4,0.05712502
13.6,0.05759198
13.8,0.05697479
14.0,0.05574921
14.2,0.05641214
14.4,0.05535078
14.6,0.05574809
14.8,0.05557745
15.0,0.0550468
15.2,0.05568566
15.4,0.05544489
15.6,0.0547112
15.8,0.05437723
16.0,0.05383641
16.2,0.05330767
16.4,0.05387251
16.6,0.05464592
16.8,0.05320149
17.0,0.05281707
17.2,0.0530422
17.4,0.05243823
17.6,0.05366822
17.8,0.05263983
18.0,0.05189704
18.2,0.0523039
18.4,0.05145719
18.6,0.05259293
18.8,0.05193238
19.0,0.05035264
19.2,0.05102596
19.4,0.05075076
19.6,0.05085451
19.8,0.0503397
20.0,0.0499355
20.2,0.050375
20.4,0.04945611
20.6,0.04990623
20.8,0.04961413
21.0,0.04995104
21.2,0.04940841
21.4,0.04968549
21.6,0.04956335
21.8,0.04809071
22.0,0.0487361
22.2,0.04913984
22.4,0.04775373
22.6,0.04794298
22.8,0.04819627
23.0,0.04777368
23.2,0.04697637
23.4,0.04825074
23.6,0.04758279
23.8,0.04718655
24.0,0.04701588
24.2,0.04685719
24.4,0.04641794
24.6,0.04712903
24.8,0.04626826
25.0,0.04694004
25.2,0.0465007
25.4,0.04634764
25.6,0.04649912
25.8,0.04594545
26.0,0.04535646
26.2,0.0455283
26.4,0.04548151
26.6,0.04509412
26.8,0.04492831
27.0,0.04533852
27.2,0.04490303
27.4,0.0453269
27.6,0.04486243
27.8,0.04446242
