t,a
0.2,0.1189862
0.4,0.1222321
0.6,0.1161204
0.8,0.1171424
1.0,0.1119983
1.2,0.1120805
1.4,0.1110657
1.6,0.1099491
1.8,0.1108958
2.0,0.1080064
2.2,0.1087511
2.4,0.1052267
2.6,0.105306
2.8,0.1039735
3.0,0.1049307
3.2,0.1031966
3.4,0.102925
3.6,0.1025167
3.8,0.1008992
4.0,0.101324
4.2,0.09988408
4.4,0.1010789
4.6,0.09760001
4.8,0.09854573
5.0,0.09779649
5.2,0.09663447
5.4,0.09580622
5.6,0.09621888
5.8,0.0950644
6.0,0.09493509
6.2,0.09504473
6.4,0.09399971
6.6,0.09487925
6.8,0.09185242
7.0,0.09334276
7.2,0.09178268
7.4,0.09176106
7.6,0.09101476
7.8,0.09116063
8.0,0.09075697
8.2,0.08863162
8.4,0.09085662
8.6,0.08836392
8.8,0.0887052
9.0,0.0888931
9.2,0.08860609
9.4,0.08811117
9.6,0.08727617
9.8,0.08732485
10.0,0.08660116
10.2,0.08745374
10.4,0.08620188
10.6,0.08766548
10.8,0.08564991
11.0,0.08575694
11.2,0.0842892
11.4,0.0850098
11.6,0.08364104
11.8,0.08391501
12.0,0.08318911
12.2,0.08315234
12.4,0.08411519
12.6,0.08231788
12.8,0.08187801
13.0,0.08206349
13.2,0.08216041
13.4,0.08133333
13.6,0.08185355
13.8,0.08210269
14.0,0.08017804
14.2,0.08040311
14.4,0.07934983
14.6,0.0811579
14.8,0.07969688
15.0,0.07907187
15.2,0.0787134
15.4,0.07923886
15.6,0.07850515
15.8,0.07941148
16.0,0.07869482
16.2,0.07806834
16.4,0.07958222
16.6,0.07846101
16.8,0.0779308
17.0,0.07750274
17.2,0.0772492
17.4,0.07680416
17.6,0.07698159
17.8,0.07673833
18.0,0.07643928
18.2,0.07684143
18.4,0.07589038
18.6,0.07584248
18.8,0.07484355
19.0,0.07582831
19.2,0.07533035
19.4,0.07562587
19.6,0.07455285
19.8,0.07344776
20.0,0.07364157
20.2,0.07311335
20.4,0.07385506
20.6,0.07366206
20.8,0.0734888
21.0,0.07204128
21.2,0.07365586
21.4,0.07351159
21.6,0.07359922
21.8,0.07269142
22.0,0.07209229
22.2,0.07360201
22.4,0.07234034
22.6,0.07170361
22.8,0.07190658
23.0,0.0716078
23.2,0.07054121
23.4,0.07078745
23.6,0.07051827
23.8,0.07122714
24.0,0.07109678
24.2,0.07047763
24.4,0.07035299
24.6,0.07067568
24.8,0.07022276
25.0,0.07073509
25.2,0.07067239
25.4,0.0699985
25.6,0.07009347
25.8,0.06944748
26.0,0.06974772
26.2,0.0693414
26.4,0.06918516
26.6,0.06940676
26.8,0.06875223
27.0,0.06972921
27.2,0.06863904
27.4,0.06851357
27.6,0.06853264
27.8,0.06816862
28.0,0.06963107
28.2,0.06781961
28.4,0.06755809
28.6,0.06734332
28.8,0.06786172
29.0,0.06649172
29.2,0.06570457
29.4,0.0669549
29.6,0.06698692
29.8,0.06742858
30.0,0.06639952
30.2,0.06603693
30.4,0.06662742
30.6,0.0662154
30.8,0.06656899
31.0,0.06652851
31.2,0.06615674
31.4,0.06510015
31.6,0.06596861
31.8,0.06627521
32.0,0.06563912
32.2,0.06566993
32.4,0.06577575
32.6,0.06659999
32.8,0.06548873
33.0,0.06477789
33.2,0.06495012
33.4,0.06514337
33.6,0.0641016
33.8,0.06439078
34.0,0.06463083
34.2,0.06523436
34.4,0.0641693
34.6,0.06432435
34.8,0.06400469
35.0,0.06372634
35.2,0.06359672
35.4,0.06374976
35.6,0.06400088
35.8,0.06391309
36.0,0.06306689
36.2,0.06287088
36.4,0.06320219
36.6,0.06342397
36.8,0.06356564
37.0,0.06211823
37.2,0.06280439
37.4,0.06121017
37.6,0.06225755
37.8,0.06306119
38.0,0.0632033
38.2,0.06277982
38.4,0.06291769
38.6,0.06284941
38.8,0.06165101
39.0,0.06188262
39.2,0.06243882
39.4,0.06061782
39.6,0.06107326
39.8,0.06046438
40.0,0.06149733
40.2,0.06231131
40.4,0.06180018
40.6,0.0608564
40.8,0.06097959
41.0,0.06212965
41.2,0.06171264
41.4,0.06005411
41.6,0.06160395
41.8,0.06006388
42.0,0.06086267
42.2,0.06111335
42.4,0.06004098
42.6,0.05969966
42.8,0.06040688
43.0,0.05922265
43.2,0.05956411
43.4,0.06076806
43.6,0.05992871
43.8,0.06034995
44.0,0.06014604
44.2,0.0610975
44.4,0.06014295
44.6,0.05974473
44.8,0.06004125
45.0,0.0603725
45.2,0.05902993
45.4,0.05971318
45.6,0.05879651
45.8,0.05988402
46.0,0.05944487
46.2,0.05882057
46.4,0.05781766
46.6,0.05824348
46.8,0.05911148
47.0,0.05923589
47.2,0.05900542
47.4,0.05819232
47.6,0.05802935
47.8,0.05805836
48.0,0.05846322
48.2,0.05930122
48.4,0.05815996
48.6,0.05795056
48.8,0.05761932
49.0,0.05801488
49.2,0.05832547
49.4,0.05792824
49.6,0.05729009
49.8,0.05695953
50.0,0.05836133
50.2,0.05803542
50.4,0.05679987
50.6,0.05853402
50.8,0.05721281
51.0,0.05615394
51.2,0.05712381
51.4,0.05746333
51.6,0.05705136
51.8,0.0572692
52.0,0.05797769
52.2,0.05567473
52.4,0.05686497
52.6,0.05698714
52.8,0.05635694
53.0,0.05728297
53.2,0.05578051
53.4,0.05591063
53.6,0.05549485
53.8,0.05665482
54.0,0.05663824
54.2,0.05646947
54.4,0.05599723
54.6,0.05788701
54.8,0.05733652
55.0,0.05588573
55.2,0.05606749
55.4,0.05591247
55.6,0.05521717
55.8,0.05541704
56.0,0.05611535
56.2,0.05554941
56.4,0.05551603
56.6,0.05637305
56.8,0.05509457
57.0,0.05541493
57.2,0.05519589
57.4,0.05534069
57.6,0.05593425
57.8,0.05617084
58.0,0.0547699
58.2,0.05518401
58.4,0.05470509
58.6,0.05504379
58.8,0.05499999
59.0,0.05427814
59.2,0.05472524
59.4,0.05484878
59.6,0.05519923
59.8,0.05469747
60.0,0.05447826
60.2,0.05466149
60.4,0.05515437
60.6,0.05504978
60.8,0.05494406
61.0,0.05485842
61.2,0.05451516
61.4,0.05358839
61.6,0.05426059
61.8,0.05417241
62.0,0.05406431
62.2,0.05477212
62.4,0.05471416
62.6,0.05388422
62.8,0.05364415
63.0,0.0541764
63.2,0.05363251
63.4,0.05490815
63.6,0.05374607
63.8,0.05312538
64.0,0.05371065
64.2,0.05380227
64.4,0.05333985
64.6,0.0542095
64.8,0.0522766
65.0,0.05369153
65.2,0.05323719
65.4,0.05309487
65.6,0.05345645
65.8,0.05339993
66.0,0.0533803
66.2,0.05418538
66.4,0.0537347
66.6,0.05289842
66.8,0.05354885
67.0,0.05296657
67.2,0.05179631
67.4,0.05276582
67.6,0.0524986
67.8,0.05260848
68.0,0.05232697
68.2,0.05271091
68.4,0.05131843
68.6,0.0526523
68.8,0.05200712
69.0,0.05308578
69.2,0.05203731
69.4,0.05136724
69.6,0.05257242
69.8,0.05288556
70.0,0.05247966
70.2,0.05217893
70.4,0.05255092
70.6,0.05260885
70.8,0.05202408
71.0,0.05129193
71.2,0.05270262
71.4,0.05161148
71.6,0.05205223
71.8,0.05153215
