t,a
0.2,0.1501278
0.4,0.1580515
0.6,0.1468106
0.8,0.1549682
1.0,0.145364
1.2,0.1506271
1.4,0.143331
1.6,0.1452671
1.8,0.1421974
2.0,0.1424567
2.2,0.1416851
2.4,0.1379837
2.6,0.1403314
2.8,0.1363661
3.0,0.1388167
3.2,0.1340021
3.4,0.1381888
3.6,0.1321279
3.8,0.1359388
4.0,0.1305769
4.2,0.135702
4.4,0.1298785
4.6,0.1336446
4.8,0.1286068
5.0,0.1317156
5.2,0.1283733
5.4,0.1295791
5.6,0.1284475
5.8,0.1280497
6.0,0.1281422
6.2,0.1264919
6.4,0.1273716
6.6,0.1262279
6.8,0.1267899
7.0,0.1237445
7.2,0.1256524
7.4,0.1227056
7.6,0.1239794
7.8,0.1231467
8.0,0.1243175
8.2,0.121614
8.4,0.1226128
8.6,0.1218932
8.8,0.1207641
9.0,0.1210685
9.2,0.1199512
9.4,0.120753
9.6,0.1183628
9.8,0.1189166
10.0,0.1162701
10.2,0.1196448
10.4,0.1173628
10.6,0.1184198
10.8,0.1159785
11.0,0.1175133
11.2,0.1156518
11.4,0.1175102
11.6,0.1156496
11.8,0.1153182
12.0,0.1143781
12.2,0.1147552
12.4,0.1159201
12.6,0.1147659
12.8,0.1141083
13.0,0.1129713
13.2,0.1131832
13.4,0.1119768
13.6,0.1132275
13.8,0.1117011
14.0,0.1127367
14.2,0.1111437
14.4,0.1116463
14.6,0.1107256
14.8,0.1111497
15.0,0.1115937
15.2,0.1096655
15.4,0.1096306
15.6,0.1091113
15.8,0.1106343
16.0,0.1093553
16.2,0.1095671
16.4,0.1082988
16.6,0.1088047
16.8,0.1073989
17.0,0.1096153
17.2,0.1085315
17.4,0.1083679
17.6,0.1066657
17.8,0.1080578
18.0,0.1058583
18.2,0.107068
18.4,0.1072537
18.6,0.106824
18.8,0.1057597
19.0,0.1056257
19.2,0.1057394
19.4,0.1056633
19.6,0.1067843
19.8,0.1048852
20.0,0.1051361
20.2,0.1043973
20.4,0.1045864
20.6,0.1046107
20.8,0.1045335
21.0,0.1035828
21.2,0.1033456
21.4,0.1035784
21.6,0.1027397
21.8,0.1043367
22.0,0.1026649
22.2,0.1021288
22.4,0.1022774
22.6,0.1026729
22.8,0.1022672
23.0,0.1032465
23.2,0.1018346
23.4,0.1017864
23.6,0.1004952
23.8,0.1014096
24.0,0.1013486
24.2,0.1013378
24.4,0.1003067
24.6,0.1013373
24.8,0.1006717
25.0,0.09991637
25.2,0.100337
25.4,0.1002244
25.6,0.09912015
25.8,0.1000569
26.0,0.09992621
26.2,0.1001848
26.4,0.09937436
26.6,0.09971098
