t,a
0.2,0.04158583
0.4,0.03975749
0.6,0.03939645
0.8,0.03638965
1.0,0.03599115
1.2,0.03534329
1.4,0.03406767
1.6,0.03483378
1.8,0.03176246
2.0,0.0335655
2.2,0.03065563
2.4,0.03124932
2.6,0.03120751
2.8,0.0302708
3.0,0.03090557
3.2,0.02868216
3.4,0.02833001
3.6,0.02830386
3.8,0.02786468
4.0,0.02677784
4.2,0.02665044
4.4,0.02643433
4.6,0.02614241
4.8,0.0271858
5.0,0.02672346
5.2,0.02535576
5.4,0.02429991
5.6,0.02370964
5.8,0.02401719
6.0,0.02619295
6.2,0.02409393
6.4,0.02320325
6.6,0.02311722
6.8,0.02208522
7.0,0.02249849
7.2,0.0238742
7.4,0.02303018
7.6,0.02221164
7.8,0.02193779
8.0,0.02109324
8.2,0.02145841
8.4,0.02251419
8.6,0.02208357
8.8,0.02119297
9.0,0.02074116
9.2,0.02058388
9.4,0.02196549
9.6,0.01919762
9.8,0.01848894
10.0,0.02051373
10.2,0.01937493
10.4,0.01846735
10.6,0.02077012
10.8,0.0204639
11.0,0.01863208
11.2,0.01867226
11.4,0.01779933
11.6,0.01885701
11.8,0.02049634
12.0,0.01940609
12.2,0.01812808
12.4,0.0183799
12.6,0.01738072
12.8,0.01790254
13.0,0.01829361
13.2,0.01894645
13.4,0.01784146
13.6,0.0177591
13.8,0.01649681
14.0,0.01826758
14.2,0.01776268
14.4,0.01645818
14.6,0.01656644
14.8,0.0164682
15.0,0.01595722
15.2,0.01754412
15.4,0.01571359
15.6,0.01555819
15.8,0.01635601
16.0,0.01533903
16.2,0.01558232
16.4,0.01735063
16.6,0.01648793
16.8,0.01532853
17.0,0.01564239
17.2,0.01415955
17.4,0.01564011
17.6,0.01696706
17.8,0.01586213
18.0,0.01431554
18.2,0.01539507
18.4,0.01446955
18.6,0.01483007
18.8,0.01591021
19.0,0.01503686
19.2,0.01439593
19.4,0.01425077
19.6,0.01293239
19.8,0.01576071
20.0,0.01549452
20.2,0.01362532
20.4,0.01371361
20.6,0.01349089
20.8,0.01401256
21.0,0.01579541
21.2,0.01322569
21.4,0.01354445
21.6,0.01430171
21.8,0.01333636
22.0,0.01395423
22.2,0.01535467
22.4,0.01387957
22.6,0.01307637
22.8,0.01411941
23.0,0.01242325
23.2,0.01350625
23.4,0.01435564
23.6,0.01391602
23.8,0.01218594
24.0,0.01294482
24.2,0.01242873
24.4,0.01351526
24.6,0.01336431
24.8,0.01389211
25.0,0.01242733
25.2,0.01233777
25.4,0.01254497
25.6,0.01417396
25.8,0.01267665
26.0,0.01285836
26.2,0.01212718
26.4,0.01226277
26.6,0.01161575
26.8,0.01429604
27.0,0.01339017
27.2,0.01064492
27.4,0.01254978
27.6,0.01092242
27.8,0.01249065
28.0,0.01343415
28.2,0.01338036
28.4,0.01221715
28.6,0.0117772
28.8,0.0113218
29.0,0.01202569
29.2,0.01184729
29.4,0.0122931
29.6,0.01209615
29.8,0.01145155
30.0,0.01058256
30.2,0.01250621
30.4,0.01337285
30.6,0.01188012
30.8,0.01080816
31.0,0.01190369
31.2,0.01223277
31.4,0.01115413
31.6,0.01102476
31.8,0.01024972
32.0,0.01120032
32.2,0.01142311
32.4,0.01121362
32.6,0.01222117
32.8,0.01156928
33.0,0.01041817
33.2,0.01085276
33.4,0.009684819
33.6,0.01156144
33.8,0.01214622
34.0,0.01095056
34.2,0.01065333
34.4,0.01079829
34.6,0.01050209
34.8,0.01148628
35.0,0.0122412
35.2,0.01107627
35.4,0.01003576
35.6,0.01004534
35.8,0.01059441
36.0,0.01151131
36.2,0.01086782
36.4,0.01057036
36.6,0.009780186
36.8,0.009856118
37.0,0.009346944
37.2,0.0113306
37.4,0.01088794
37.6,0.008779488
37.8,0.009865895
38.0,0.01062338
38.2,0.009852817
38.4,0.01129713
38.6,0.01068099
38.8,0.009734923
39.0,0.009802291
39.2,0.009073868
39.4,0.01058732
39.6,0.01121805
39.8,0.01124751
40.0,0.009769112
40.2,0.009233255
40.4,0.009325689
40.6,0.009540502
40.8,0.01127091
41.0,0.00874213
41.2,0.01035275
41.4,0.00975426
41.6,0.009240786
41.8,0.01119947
42.0,0.01048458
42.2,0.009157231
42.4,0.009187991
42.6,0.009744885
42.8,0.009305476
43.0,0.01101628
43.2,0.008176585
43.4,0.009019405
43.6,0.008488245
43.8,0.00755717
44.0,0.009040358
44.2,0.0100318
44.4,0.01070089
44.6,0.009509114
44.8,0.009433886
45.0,0.008396312
45.2,0.01057089
45.4,0.01039938
45.6,0.00995069
45.8,0.008605868
46.0,0.008369295
46.2,0.007691794
46.4,0.009257879
46.6,0.009490974
46.8,0.009283518
47.0,0.008991287
47.2,0.009290072
47.4,0.008061901
47.6,0.009508854
47.8,0.009032098
48.0,0.008564562
48.2,0.009289962
48.4,0.008668493
48.6,0.008825356
48.8,0.01007076
49.0,0.009450709
49.2,0.008991328
49.4,0.009687008
49.6,0.009166648
49.8,0.009675212
50.0,0.01090509
50.2,0.01019923
50.4,0.008323852
50.6,0.008889313
50.8,0.007707146
51.0,0.009339232
51.2,0.009863147
51.4,0.009205683
51.6,0.007008436
51.8,0.009173589
52.0,0.008116443
52.2,0.008897575
52.4,0.009531719
52.6,0.008590332
52.8,0.008254722
53.0,0.008843809
53.2,0.008090935
53.4,0.009595914
53.6,0.008667921
53.8,0.007950049
54.0,0.008376398
54.2,0.009009018
54.4,0.008217949
54.6,0.01015459
54.8,0.00947052
55.0,0.007544751
55.2,0.008022344
55.4,0.006971081
55.6,0.008930462
55.8,0.009797638
56.0,0.009379701
56.2,0.008171237
56.4,0.008460264
56.6,0.008296713
56.8,0.009221073
57.0,0.009034255
57.2,0.008370462
57.4,0.007836189
57.6,0.007702192
57.8,0.00737988
58.0,0.009088623
58.2,0.008446427
58.4,0.007765253
58.6,0.008615131
58.8,0.008051567
59.0,0.007791986
59.2,0.007913124
59.4,0.008661108
59.6,0.007143406
59.8,0.007421625
60.0,0.00775974
60.2,0.008657048
60.4,0.009974262
60.6,0.009082282
60.8,0.00730678
61.0,0.007903284
61.2,0.007494106
61.4,0.008389135
61.6,0.009339155
61.8,0.00832995
62.0,0.008382122
62.2,0.008011859
62.4,0.007778955
62.6,0.007927166
62.8,0.007991843
63.0,0.007612266
63.2,0.007657616
63.4,0.00786396
63.6,0.007103847
63.8,0.007761324
64.0,0.007542186
64.2,0.006953857
64.4,0.008369369
64.6,0.007933559
64.8,0.007806777
65.0,0.00902989
65.2,0.006606659
65.4,0.006211713
65.6,0.00685249
65.8,0.004997524
66.0,0.007523226
66.2,0.008906996
66.4,0.008660135
66.6,0.007257237
66.8,0.007857139
67.0,0.007087497
67.2,0.008060746
67.4,0.00873346
67.6,0.007745262
67.8,0.007717545
68.0,0.007338672
68.2,0.006524586
68.4,0.008198907
68.6,0.008723466
68.8,0.006830056
69.0,0.008392063
69.2,0.007234811
69.4,0.006869349
69.6,0.007901716
69.8,0.006736256
70.0,0.006315163
70.2,0.006898221
70.4,0.007221895
70.6,0.007258099
70.8,0.008894683
71.0,0.0079952
71.2,0.006830505
71.4,0.006991628
71.6,0.005884511
71.8,0.00743369
72.0,0.008463263
72.2,0.008451359
72.4,0.007650216
72.6,0.007113058
72.8,0.006082967
73.0,0.007969992
73.2,0.008968187
73.4,0.008267492
73.6,0.006719421
73.8,0.007393023
74.0,0.00601447
74.2,0.008239329
74.4,0.008174751
74.6,0.007469675
74.8,0.008216892
75.0,0.006993527
75.2,0.006773284
75.4,0.007948135
75.6,0.007615187
75.8,0.005994503
76.0,0.006387312
76.2,0.007305782
76.4,0.007009933
76.6,0.008337931
76.8,0.00868897
77.0,0.006477304
77.2,0.006432336
77.4,0.006143127
77.6,0.007097788
77.8,0.008453182
78.0,0.007703542
78.2,0.007851509
78.4,0.006998254
78.6,0.006177054
78.8,0.007917782
79.0,0.008436251
79.2,0.009131197
79.4,0.007102695
79.6,0.007235654
79.8,0.007062524
80.0,0.007703457
80.2,0.007714679
80.4,0.006734502
80.6,0.006692341
80.8,0.00670404
81.0,0.005842351
81.2,0.0080174
81.4,0.007409025
81.6,0.006037139
81.8,0.006649242
82.0,0.00733469
82.2,0.00664326
82.4,0.006735946
82.6,0.007744645
82.8,0.007020554
83.0,0.006762095
83.2,0.006552446
83.4,0.007230491
83.6,0.00790373
83.8,0.007118743
84.0,0.006580966
84.2,0.006836284
84.4,0.006021885
84.6,0.006552899
84.8,0.0074443
85.0,0.006739596
85.2,0.007357313
85.4,0.006730133
85.6,0.006681755
85.8,0.008279331
86.0,0.006993753
86.2,0.006204959
86.4,0.006462681
86.6,0.007128846
86.8,0.006248445
87.0,0.00803439
87.2,0.00652788
87.4,0.005265918
87.6,0.007379495
87.8,0.005363727
88.0,0.007111785
88.2,0.008873635
88.4,0.007387742
88.6,0.006405061
88.8,0.00745476
89.0,0.00628794
89.2,0.006256522
89.4,0.007779575
89.6,0.007543048
89.8,0.005669266
90.0,0.006412545
90.2,0.006089696
90.4,0.007241894
90.6,0.007474165
90.8,0.00625855
91.0,0.006378454
91.2,0.006609597
91.4,0.005877446
91.6,0.007260182
91.8,0.00598036
92.0,0.005180069
92.2,0.006042242
92.4,0.006335026
92.6,0.006154488
92.8,0.008173677
93.0,0.007797817
93.2,0.006062078
93.4,0.006071756
93.6,0.005476073
93.8,0.007165034
94.0,0.00811501
94.2,0.007440461
94.4,0.007043368
94.6,0.006729548
94.8,0.004960431
95.0,0.007318001
95.2,0.007133014
95.4,0.006648668
95.6,0.005851756
95.8,0.006978277
96.0,0.005934524
96.2,0.007649639
96.4,0.007653888
96.6,0.00661932
96.8,0.007089391
97.0,0.00648185
97.2,0.005707863
97.4,0.007200069
97.6,0.006900986
97.8,0.005307687
98.0,0.006423984
98.2,0.006308476
98.4,0.006632411
98.6,0.008586861
98.8,0.007197775
99.0,0.00545825
99.2,0.006100621
99.4,0.005658599
99.6,0.006642829
99.8,0.007241841
100.0,0.007344308
100.2,0.005862408
100.4,0.00642057
100.6,0.006253504
100.8,0.007511517
101.0,0.008609617
101.2,0.007711794
101.4,0.005845592
101.6,0.006922616
101.8,0.005585524
102.0,0.006488255
102.2,0.007192301
102.4,0.00639522
102.6,0.006158776
102.8,0.006669329
103.0,0.006403295
103.2,0.006415689
103.4,0.005939315
103.6,0.004483367
103.8,0.005583797
104.0,0.005458401
104.2,0.006289294
104.4,0.007568329
104.6,0.007731873
104.8,0.005814647
105.0,0.006423618
105.2,0.00630321
105.4,0.006564881
105.6,0.006986428
105.8,0.006957586
106.0,0.006217853
106.2,0.005892104
106.4,0.005125939
106.6,0.006846346
106.8,0.007150256
107.0,0.007162131
107.2,0.006792009
107.4,0.00665527
107.6,0.005379491
107.8,0.007147792
108.0,0.006528163
108.2,0.004415617
108.4,0.006315336
108.6,0.006886786
108.8,0.005907907
109.0,0.00737415
109.2,0.006302981
109.4,0.005076111
109.6,0.005648559
109.8,0.00508072
110.0,0.005586163
110.2,0.00669218
110.4,0.007580684
110.6,0.006038956
110.8,0.005953455
111.0,0.004930102
111.2,0.005906896
111.4,0.007136909
111.6,0.006705845
111.8,0.004696458
112.0,0.00561511
112.2,0.004415186
112.4,0.007275203
112.6,0.006464855
112.8,0.005619499
113.0,0.006595405
113.2,0.005807127
113.4,0.005715638
113.6,0.007160532
113.8,0.006228634
114.0,0.005217604
114.2,0.006040647
114.4,0.00591479
114.6,0.005582142
114.8,0.00629964
115.0,0.007149337
115.2,0.006391348
115.4,0.006254484
115.6,0.005217418
115.8,0.006730312
116.0,0.007713598
116.2,0.007338501
116.4,0.005032749
116.6,0.005865376
116.8,0.005184091
117.0,0.006660667
117.2,0.006575893
117.4,0.006425935
117.6,0.005503254
117.8,0.005566927
118.0,0.005529222
118.2,0.008137126
118.4,0.007034108
118.6,0.005934061
118.8,0.005982101
119.0,0.006112815
119.2,0.005503411
119.4,0.007052159
119.6,0.006623279
119.8,0.005335136
120.0,0.006108727
120.2,0.005853254
120.4,0.005550145
120.6,0.006950752
120.8,0.006945751
121.0,0.005417699
121.2,0.005342068
121.4,0.00458374
121.6,0.006487938
121.8,0.006829451
122.0,0.006503373
122.2,0.006712336
122.4,0.005490915
122.6,0.005361945
122.8,0.006010795
123.0,0.007193324
123.2,0.005323158
123.4,0.005763228
123.6,0.005766467
123.8,0.005578952
124.0,0.006423563
124.2,0.005938982
124.4,0.005121365
124.6,0.005313985
124.8,0.005428429
125.0,0.004966324
125.2,0.006571324
125.4,0.005400895
125.6,0.004293702
125.8,0.006314839
126.0,0.005530585
126.2,0.005785712
126.4,0.006975036
126.6,0.00676671
126.8,0.005853776
127.0,0.0058881
127.2,0.004269312
127.4,0.005555979
127.6,0.006185241
127.8,0.00634121
128.0,0.004117704
128.2,0.005586748
