t,a
0.2,0.07694668
0.4,0.07543931
0.6,0.07292746
0.8,0.07261562
1.0,0.06912093
1.2,0.06943423
1.4,0.06768465
1.6,0.06843278
1.8,0.06553104
2.0,0.06502166
2.2,0.06304547
2.4,0.06256977
2.6,0.06323858
2.8,0.06086872
3.0,0.06233766
3.2,0.06011556
3.4,0.05898344
3.6,0.05760794
3.8,0.0584374
4.0,0.05759389
4.2,0.05633785
4.4,0.05743952
4.6,0.054612
4.8,0.05658979
5.0,0.0540537
5.2,0.05412262
5.4,0.05323726
5.6,0.0526986
5.8,0.05179912
6.0,0.0524046
6.2,0.05255896
6.4,0.05104766
6.6,0.05124175
6.8,0.04976439
7.0,0.05004591
7.2,0.05026837
7.4,0.04955243
7.6,0.04927069
7.8,0.04764667
8.0,0.04831565
8.2,0.04722357
8.4,0.04800674
8.6,0.04685724
8.8,0.04673173
9.0,0.04600065
9.2,0.04601162
9.4,0.04572651
9.6,0.04482952
9.8,0.04493659
10.0,0.04475712
10.2,0.0448221
10.4,0.04330975
10.6,0.04531892
10.8,0.04326772
11.0,0.04346126
11.2,0.04217694
11.4,0.04222281
11.6,0.04227604
11.8,0.04286683
12.0,0.04192312
12.2,0.04160926
12.4,0.04167849
12.6,0.04066609
12.8,0.04105918
13.0,0.04153923
13.2,0.04004042
13.4,0.03984631
13.6,0.03948173
13.8,0.04029511
14.0,0.0394419
14.2,0.03895814
14.4,0.03932187
14.6,0.03826186
14.8,0.03790899
15.0,0.0371814
15.2,0.03818955
15.4,0.03768823
15.6,0.03666481
15.8,0.03693731
16.0,0.03705955
16.2,0.03725623
16.4,0.03762706
16.6,0.03714765
16.8,0.03624874
17.0,0.0358586
17.2,0.0350835
17.4,0.03535923
17.6,0.03540778
17.8,0.03596276
18.0,0.03489472
18.2,0.03522331
18.4,0.03347495
18.6,0.03403042
18.8,0.03614338
19.0,0.03520802
19.2,0.03413206
19.4,0.03404827
19.6,0.03389731
19.8,0.0330364
20.0,0.03248921
20.2,0.03269334
20.4,0.03356893
20.6,0.03324418
20.8,0.03178843
21.0,0.03315598
21.2,0.03284148
21.4,0.03242693
21.6,0.03174183
21.8,0.03150711
22.0,0.03067869
22.2,0.03228014
22.4,0.03163479
22.6,0.03167629
22.8,0.03154544
23.0,0.03115183
23.2,0.03094726
23.4,0.03194036
23.6,0.03190664
23.8,0.03064995
