t,a
0.2,0.07013115
0.4,0.06821783
0.6,0.06695916
0.8,0.06539786
1.0,0.06259627
1.2,0.06363967
1.4,0.06055168
1.6,0.06306064
1.8,0.05826488
2.0,0.0584745
2.2,0.05698865
2.4,0.05636151
2.6,0.05682481
2.8,0.05589447
3.0,0.05485553
3.2,0.0530257
3.4,0.05322532
3.6,0.05221477
3.8,0.05208474
4.0,0.04992287
4.2,0.05050894
4.4,0.05054963
4.6,0.04849707
4.8,0.05070416
5.0,0.04915013
5.2,0.04960816
5.4,0.0477797
5.6,0.04725376
5.8,0.04648499
6.0,0.04633439
6.2,0.04635979
6.4,0.04493097
6.6,0.04571157
6.8,0.04338412
7.0,0.04429393
7.2,0.043902
7.4,0.04497893
7.6,0.0433675
7.8,0.04222505
8.0,0.04224364
8.2,0.04224207
8.4,0.04290111
8.6,0.04139796
8.8,0.04153381
9.0,0.04033458
9.2,0.03928873
9.4,0.04000923
9.6,0.03919849
9.8,0.03887147
10.0,0.03857388
10.2,0.0380663
10.4,0.0380153
10.6,0.03911404
10.8,0.03859283
11.0,0.0375514
11.2,0.03687181
11.4,0.03683798
11.6,0.03720567
11.8,0.03765363
12.0,0.0375461
12.2,0.03592945
12.4,0.0354829
12.6,0.03489113
12.8,0.03459738
13.0,0.0359104
13.2,0.03526748
13.4,0.0347042
13.6,0.03467636
13.8,0.03388988
14.0,0.03407012
14.2,0.03490832
14.4,0.03251414
14.6,0.03322392
14.8,0.03236284
15.0,0.03256235
15.2,0.03174701
15.4,0.03314737
15.6,0.03279437
15.8,0.03252935
16.0,0.03164828
16.2,0.03176857
16.4,0.03210391
16.6,0.03192359
16.8,0.03147886
17.0,0.031405
17.2,0.03028253
17.4,0.03012466
17.6,0.03149347
17.8,0.03116707
18.0,0.02946003
18.2,0.03091161
18.4,0.0298707
18.6,0.02868825
18.8,0.0305368
19.0,0.02903818
19.2,0.02840941
19.4,0.02930344
19.6,0.02767525
19.8,0.02974674
20.0,0.02936835
20.2,0.02892773
20.4,0.02861962
20.6,0.02797097
20.8,0.02824944
21.0,0.02851244
21.2,0.0284348
21.4,0.02781497
21.6,0.02775174
21.8,0.02671571
22.0,0.02753811
22.2,0.02811109
22.4,0.02780479
22.6,0.02724423
22.8,0.02691702
23.0,0.02576378
23.2,0.02627894
23.4,0.02735124
23.6,0.02687829
23.8,0.02645392
24.0,0.02543056
24.2,0.02577178
24.4,0.02565435
24.6,0.02618352
24.8,0.02550542
25.0,0.02514919
25.2,0.0255849
25.4,0.02456819
25.6,0.02594926
25.8,0.02524589
26.0,0.02435596
26.2,0.02442309
26.4,0.02424996
26.6,0.02396381
26.8,0.02551841
27.0,0.02522134
27.2,0.02442496
27.4,0.02400637
27.6,0.02356644
27.8,0.02471247
28.0,0.02576795
28.2,0.02449001
28.4,0.02306107
28.6,0.02374658
28.8,0.02290956
29.0,0.02324413
29.2,0.02345915
29.4,0.02314347
29.6,0.02284015
29.8,0.02294352
30.0,0.02266531
30.2,0.0245049
30.4,0.02406512
30.6,0.02367931
30.8,0.02261778
31.0,0.02236502
31.2,0.02161292
31.4,0.02219051
31.6,0.02165296
31.8,0.02142091
32.0,0.02256211
32.2,0.02215371
32.4,0.0218621
32.6,0.02274173
32.8,0.02217418
33.0,0.0220222
33.2,0.02177269
33.4,0.02071188
33.6,0.0214731
33.8,0.02188049
34.0,0.02131082
34.2,0.02067918
34.4,0.0213356
34.6,0.0205712
34.8,0.02165905
35.0,0.02146583
35.2,0.0219903
35.4,0.02087765
35.6,0.02077588
35.8,0.02007848
36.0,0.02133308
36.2,0.02060737
36.4,0.0199113
36.6,0.02134837
36.8,0.02033356
37.0,0.01984096
37.2,0.02133196
37.4,0.01961735
37.6,0.01981033
37.8,0.02003703
38.0,0.01978713
38.2,0.02039276
38.4,0.02078612
38.6,0.01977053
38.8,0.01970046
39.0,0.01981027
39.2,0.01942705
39.4,0.01932843
39.6,0.02080111
39.8,0.01943741
40.0,0.01796026
40.2,0.02004271
40.4,0.01817461
40.6,0.01842907
40.8,0.02056641
41.0,0.01879051
41.2,0.01853814
41.4,0.01901379
41.6,0.01887835
41.8,0.01994069
42.0,0.01910514
42.2,0.01858471
42.4,0.01917136
42.6,0.01858883
42.8,0.01802492
43.0,0.01957172
43.2,0.01807722
43.4,0.0186218
43.6,0.01878984
43.8,0.01784909
44.0,0.01733854
44.2,0.01860762
44.4,0.01873128
44.6,0.01817116
44.8,0.01749844
45.0,0.01705713
45.2,0.01866435
45.4,0.01983782
45.6,0.0184158
45.8,0.01842754
46.0,0.0182093
46.2,0.01719207
46.4,0.01701703
46.6,0.01779539
46.8,0.01859804
47.0,0.01709514
47.2,0.01774833
47.4,0.01731463
47.6,0.01813526
47.8,0.0170225
48.0,0.01702334
48.2,0.01746973
48.4,0.01725833
48.6,0.0164954
48.8,0.01769534
49.0,0.01761879
49.2,0.01745584
49.4,0.01736793
49.6,0.0169947
49.8,0.01689416
50.0,0.01780475
50.2,0.01759272
50.4,0.01659444
50.6,0.01621581
50.8,0.01607002
51.0,0.01675216
51.2,0.01743474
51.4,0.01701002
51.6,0.01691719
51.8,0.01630145
52.0,0.01743193
52.2,0.01646761
52.4,0.01713777
52.6,0.01725735
52.8,0.01665011
53.0,0.01540711
53.2,0.01610641
53.4,0.01661972
53.6,0.01577659
53.8,0.01557585
54.0,0.01556836
54.2,0.01531379
54.4,0.01580322
54.6,0.01740999
54.8,0.01665422
55.0,0.01567197
55.2,0.01720055
55.4,0.01496735
