T2,A
0.01,3.0970546484526815e-07
0.010718913192051276,6.056114864879509e-07
0.011489510001873092,1.1320785385438093e-06
0.012315506032928256,2.0290379993416434e-06
0.01320088400831418,3.4965031106012155e-06
0.01414991297434576,5.807856219020239e-06
0.015167168884709226,9.320882034342104e-06
0.01625755666443794,1.4484214159758285e-05
0.0174263338600965,2.183671095078447e-05
0.01867913599020783,3.199741918315284e-05
0.020022003718155844,4.56442437172382e-05
0.021461411978584036,6.348019640648729e-05
0.02300430119772918,8.618708193002127e-05
0.024658110758226028,0.00011436759397120666
0.026430814869741057,0.00014847793323135788
0.02833096101839324,0.00018875412296089279
0.030367711180354574,0.00023513612012276568
0.032550885998350584,0.0002871945601380365
0.034891012134067735,0.0003440654982919964
0.03739937302478798,0.00040439877334334145
0.04008806328898465,0.0004663255409194834
0.04297004704320839,0.0005274500086988769
0.04605922041145106,0.0005848693711757127
0.049370478528390035,0.0006352243718928893
0.05291978735958442,0.0006747809000544789
0.05672426068491978,0.0006995407510598419
0.06080224261649421,0.0007053774226238852
0.06517339604882423,0.0006881908784396819
0.0698587974678525,0.0006440738431010844
0.07488103857590023,0.0005694815486880418
0.08026433522257174,0.0004613969658786002
0.086034644166845,0.00031748434282050287
0.09221978823334327,0.00013622519648394128
0.09884959046625587,0.0
0.10595601792776159,0.0
0.11357333583431052,0.0
0.12173827277396614,0.0
0.13049019780144022,0.0
0.1398713102647238,0.0
0.14992684327860456,0.0
0.16070528182616384,0.0
0.17225859653987866,0.0
0.18464249428955434,0.0
0.19791668678535562,0.0
0.21214517849106299,0.0
0.22739657523579276,0.0
0.24374441501222205,0.0
0.2612675225563328,0.0
0.2800503894183631,0.0
0.3001835813575589,0.0
0.32176417502507354,0.0
0.3448962260405758,0.0
0.36969127071950264,0.0
0.3962688638701478,0.0
0.42475715525368984,0.0
0.4552935074866948,0.0
0.48802515836544313,0.0
0.5231099308056261,0.0
0.5607169938205459,0.0
0.6010276782070382,0.0
0.644236350872137,0.0
0.6905513520162327,0.00021925308159800928
0.7401959996915641,0.0007887621773773477
0.7934096665797492,0.0012880608662902233
0.8504489341802677,0.001702143199376654
0.9115888299750818,0.0020207205558335807
0.9771241535346497,0.0022389895826370135
1.0473708979594498,0.0023580766098419874
1.1226677735108135,0.0023851181754403253
1.2033778407775892,0.002332962172448043
1.289890261253308,0.0022194977503539
1.382622173764655,0.002066642919790532
1.4820207057988586,0.001899036642226659
1.5885651294280527,0.0017424979320016583
1.7027691722258995,0.0016223294363206095
1.8251834943190424,0.0015615579028585864
1.9563983435170629,0.0015792185380528543
2.0970464013232326,0.001688802666853862
2.247805833548725,0.0018969951978210053
2.4094035602395243,0.002202826381469283
2.5826187606826747,0.0025973476761480775
2.7682866303920637,0.0030639118939230466
2.9673024081888695,0.003579092989089488
3.180625692794119,0.004114223364401949
3.409285069746811,0.004637461732117214
3.6543830709572545,0.00511624016286472
3.9171014908092565,0.005519884290999308
4.19870708444391,0.005822165113181141
4.500557675700498,0.006003532130388471
4.8241087041653685,0.006052799971389447
5.170920242896756,0.005968113418956936
5.542664520663101,0.0057570927834174074
5.941133984965034,0.005436151867584743
6.3682499447185865,0.0050290705596812675
6.826071834272386,0.004564979720951116
7.316807143427193,0.004075967083487424
7.842822061337682,0.0035945344477790893
8.406652885618325,0.003151129886945776
9.01101825166502,0.0027719503110742467
9.658832241158699,0.002477168552650241
10.353218432956616,0.0022796936427793755
11.097524964120721,0.002184529007488918
11.895340673703195,0.002188753148898933
12.75051240713013,0.002282110148151812
13.66716356462006,0.0024481607521007116
14.649713983072848,0.0026659070883269416
15.702901247293775,0.002911765409158742
16.831803533309568,0.0031617245902871675
18.04186409392072,0.003393498695293666
19.338917504552303,0.0035884664016722608
20.729217795953698,0.0037331949380191637
22.21946860939524,0.003820376051365011
23.81685551976158,0.003849057690995697
25.529080682395165,0.0038241343242691097
27.364399970746693,0.003755152836756503
29.331662783900423,0.0036545869940283944
31.440354715915,0.0035358156801865636
33.700643292719285,0.003411092589970198
36.123426997094306,0.00328980501549291
38.72038781812553,0.0031772808310650096
41.504047578504725,0.0030743188694010654
44.487828311275855,0.002977501330169617
47.68611697714469,0.0028802180474841893
51.11433483440165,0.0027742152681281603
54.789011795939395,0.0026513981553496473
58.72786613189477,0.002505581753123375
62.94988990221888,0.0023339045707052057
67.47544053110693,0.0021376861740781935
72.32633896483533,0.0019226099923697819
77.52597488629456,0.0016982246279975818
83.09941949353387,0.0014768606222425274
89.0735463861044,0.0012721381456873963
95.47716114208056,0.0010972844924314142
102.34114021054528,0.0009634862636350378
109.69857978923841,0.000878474240092462
117.58495540521558,0.0008454883965903091
126.03829296797274,0.0008627076712056203
135.09935211980252,0.0009231650557880401
144.8118227674533,0.0010151123197004303
155.2225357427048,0.0011227561477530408
166.38168860761274,0.0012272613283879348
178.34308769319094,0.0013079066707413593
191.16440753856998,0.0013432832619630377
204.9074689815846,0.0013124389829247299
219.6385372416547,0.0011958939597460985
235.42864143224153,0.0009764751480360841
252.3539170434766,0.0006399414747016138
270.49597304631317,0.00017539168477512406
289.94228538828753,0.0
310.7866187782014,0.0
333.129478793467,0.0
357.07859649004627,0.0
382.74944785163075,0.0
410.26581058271904,0.0
439.7603609302721,0.0
471.3753134116719,0.0
505.26310653356796,0.0
541.5871378079465,0.0
580.5225516094896,0.0
622.2570836730231,0.0
666.9919663030115,0.0
714.9428986597577,0.0
766.3410868007447,0.0
821.4343584919421,0.0
880.4883581643464,0.0
943.7878277775371,0.0
1011.6379797662071,0.0
1084.3659686896087,0.0
1162.322468679852,0.0
1245.883364295008,0.0
1335.4515629298974,0.0
1431.4589375234787,0.0
1534.36840893001,0.0
1644.6761779946628,0.0
1762.914118095948,0.0
1889.6523396912078,0.0
2025.5019392306665,0.0
2171.117945694501,0.0
2327.2024789604075,0.0
2494.5081352303164,0.0
2673.841615839944,0.0
2866.0676169482504,0.0
3072.1129988617527,0.0
3292.971255097148,0.0
3529.70730273065,0.0
3783.462617131925,0.0
4055.4607358408275,0.0
4347.013158125017,0.0
4659.525668664677,0.0
4994.50511585514,0.0
5353.5666774107185,0.0
5738.441648302392,0.0
6150.985788580504,0.0
6593.188271333542,0.0
7067.181273927491,0.0
7575.250258771905,0.0
8119.844993184009,0.0
8703.591361485165,0.0
9329.304026284677,0.0
10000.0,0.0
